Language	FileName	ModelName	Counter	Model	Temperature	OriginalCounter	AverageLengthPerWord	AverageLengthPerSentence	OriginalLoss	Type
Croatian	8579910	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	7680	4489080	Infinity	200000	3.84818927642	70.4809895833	NA	manual_output_funchead_RANDOM
Chinese	709487	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	3990	1371976	Infinity	200000	3.7467346131	75.9187969925	NA	manual_output_funchead_RANDOM
Estonian	7919619	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	6950	1377977	Infinity	200000	2.72333030404	24.5769784173	NA	manual_output_funchead_RANDOM
Irish	8960304	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	120	2656745	Infinity	200000	4.63266814486	104.466666667	NA	manual_output_funchead_RANDOM
Bulgarian	7190437	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	8900	9826531	Infinity	200000	3.37808325424	37.1926966292	NA	manual_output_funchead_RANDOM
English	8314335	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	17060	2138590	Infinity	200000	4.07695307264	58.8335873388	NA	manual_output_funchead_RANDOM
English	9587362	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	17060	6285151	Infinity	200000	3.71363230157	53.5886283705	NA	manual_output_funchead_RANDOM
German	2062467	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	13810	4097333	Infinity	200000	3.58463760577	55.8897175959	NA	manual_output_funchead_RANDOM
Arabic	8619208	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	21860	3738591	Infinity	200000	4.45094106021	145.050182983	NA	manual_output_funchead_RANDOM
Turkish	2845207	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	3680	1421943	Infinity	200000	2.65873708715	19.8625	NA	manual_output_funchead_RANDOM
Croatian	887932	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	7680	6433428	Infinity	200000	4.34331807064	79.5415364583	NA	manual_output_funchead_RANDOM
Russian	491100	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	52660	1654583	Infinity	200000	3.3357822624	45.7150398785	NA	manual_output_funchead_RANDOM
Italian	7045149	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	17420	6009863	Infinity	200000	3.7445638406	67.0339265212	NA	manual_output_funchead_RANDOM
Gothic	9463055	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	3380	8945601	Infinity	200000	3.44906174718	32.1926035503	NA	manual_output_funchead_RANDOM
Portuguese	4072340	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	17990	4161536	Infinity	200000	3.53744959861	75.3938854919	NA	manual_output_funchead_RANDOM
Danish	843398	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	4380	604444	Infinity	200000	3.94902444667	58.4554794521	NA	manual_output_funchead_RANDOM
Telugu	4544043	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	1050	214896	Infinity	200000	1.61327310632	4.4219047619	NA	manual_output_funchead_RANDOM
Irish	5925497	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	120	8959913	Infinity	200000	4.82478790114	109.0	NA	manual_output_funchead_RANDOM
Hebrew	892592	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	5240	7767975	Infinity	200000	4.34141139483	97.5036259542	NA	manual_output_funchead_RANDOM
Japanese	1940917	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	7160	3792904	Infinity	200000	4.23139076495	81.5523743017	NA	manual_output_funchead_RANDOM
Slovak	172254	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	8480	7617770	Infinity	200000	2.64706298655	17.6429245283	NA	manual_output_funchead_RANDOM
Romanian	9031235	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	8660	7801873	Infinity	200000	4.1451009538	77.2826789838	NA	manual_output_funchead_RANDOM
Greek	1952229	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	1660	4359966	Infinity	200000	4.45294053045	97.7018072289	NA	manual_output_funchead_RANDOM
Slovak	8353498	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	8480	9374684	Infinity	200000	2.39380648356	15.9614386792	NA	manual_output_funchead_RANDOM
Galician	6075921	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	2470	8452358	Infinity	200000	4.07068151835	121.17611336	NA	manual_output_funchead_RANDOM
Persian	2626999	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	4790	3180425	Infinity	200000	4.29793011774	94.5006263048	NA	manual_output_funchead_RANDOM
Ukrainian	4261604	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	4500	8375462	Infinity	200000	3.7900523096	47.4977777778	NA	manual_output_funchead_RANDOM
Latin	340439	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	30590	8369834	Infinity	200000	3.31256718035	38.5852893102	NA	manual_output_funchead_RANDOM
Tamil	3979332	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	400	3433166	Infinity	200000	3.16584346505	41.6625	NA	manual_output_funchead_RANDOM
Basque	5379205	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	5390	9026455	Infinity	200000	2.77707525635	28.4395176252	NA	manual_output_funchead_RANDOM
Catalan	5368802	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	13120	3272188	Infinity	200000	3.67512220974	101.482393293	NA	manual_output_funchead_RANDOM
Telugu	9097315	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	1050	3591418	Infinity	200000	1.40062543433	3.83904761905	NA	manual_output_funchead_RANDOM
Danish	6017914	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	4380	1469568	Infinity	200000	3.84677071125	56.9497716895	NA	manual_output_funchead_RANDOM
Galician	6558029	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	2470	671385	Infinity	200000	3.54851040675	105.607692308	NA	manual_output_funchead_RANDOM
Ukrainian	8166856	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	4500	6928366	Infinity	200000	3.60412422272	45.2093333333	NA	manual_output_funchead_RANDOM
Slovenian	6609062	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	7530	2400203	Infinity	200000	3.3998465313	44.7185922975	NA	manual_output_funchead_RANDOM
Coptic	5873337	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	360	294567	Infinity	200000	5.24721523536	121.691666667	NA	manual_output_funchead_RANDOM
French	1785773	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	32340	7590584	Infinity	200000	4.67216581446	108.693444651	NA	manual_output_funchead_RANDOM
Indonesian	3265099	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	4470	5279689	Infinity	200000	3.97532587262	69.4552572707	NA	manual_output_funchead_RANDOM
Hungarian	6014536	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	910	7906427	Infinity	200000	3.91029007634	70.3637362637	NA	manual_output_funchead_RANDOM
Hungarian	7331532	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	910	2312178	Infinity	200000	3.63584732824	65.4252747253	NA	manual_output_funchead_RANDOM
Telugu	2380236	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	1050	6722645	Infinity	200000	1.58478109798	4.34380952381	NA	manual_output_funchead_RANDOM
Estonian	2749974	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	6950	7870040	Infinity	200000	3.21201154282	28.988057554	NA	manual_output_funchead_RANDOM
Portuguese	8403438	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	17990	7383574	Infinity	200000	3.51357583504	74.8739299611	NA	manual_output_funchead_RANDOM
Danish	5223343	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	4380	3909061	Infinity	200000	4.23658269441	62.700456621	NA	manual_output_funchead_RANDOM
Korean	7844738	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	27410	4226165	Infinity	200000	3.13972649788	32.6843122948	NA	manual_output_funchead_RANDOM
Estonian	9179538	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	6950	5270640	Infinity	200000	2.84175288135	25.6497841727	NA	manual_output_funchead_RANDOM
Tamil	9094317	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	400	2525220	Infinity	200000	3.04331306991	40.05	NA	manual_output_funchead_RANDOM
Greek	4303707	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	1660	5262629	Infinity	200000	3.70616009663	81.3301204819	NA	manual_output_funchead_RANDOM
Chinese	4811944	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	3990	2859078	Infinity	200000	3.84260713623	77.8681704261	NA	manual_output_funchead_RANDOM
Latvian	9906772	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	4120	4504611	Infinity	200000	3.15234663126	36.3063106796	NA	manual_output_funchead_RANDOM
Finnish	1650219	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	27190	6431782	Infinity	200000	2.65380196318	21.5769032733	NA	manual_output_funchead_RANDOM
Arabic	3409744	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	21860	2023383	Infinity	200000	4.69439036817	153.001692589	NA	manual_output_funchead_RANDOM
Telugu	2170959	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	1050	7360002	Infinity	200000	1.69572768322	4.64952380952	NA	manual_output_funchead_RANDOM
Coptic	2639677	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	360	1266165	Infinity	200000	4.64379631843	107.916666667	NA	manual_output_funchead_RANDOM
Ukrainian	8075960	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	4500	7412692	Infinity	200000	3.15688149762	39.6104444444	NA	manual_output_funchead_RANDOM
Galician	4409403	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	2470	9077	Infinity	200000	5.18798291435	154.404453441	NA	manual_output_funchead_RANDOM
Latin	5462128	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	30590	4331579	Infinity	200000	3.67367085908	42.7964040536	NA	manual_output_funchead_RANDOM
Japanese	6647693	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	7160	1441803	Infinity	200000	3.19808436336	61.6488826816	NA	manual_output_funchead_RANDOM
Chinese	737362	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	3990	5466874	Infinity	200000	3.331561051	67.5288220551	NA	manual_output_funchead_RANDOM
Bulgarian	6231954	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	8900	3755973	Infinity	200000	2.7581466551	30.3659550562	NA	manual_output_funchead_RANDOM
Korean	5372100	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	27410	9579769	Infinity	200000	2.66325314717	27.7242612185	NA	manual_output_funchead_RANDOM
Marathi	5578792	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	370	6144808	Infinity	200000	2.06547041707	11.5108108108	NA	manual_output_funchead_RANDOM
Latvian	732691	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	4120	6868371	Infinity	200000	3.2181320417	37.0905339806	NA	manual_output_funchead_RANDOM
Irish	7020369	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	120	2000687	Infinity	200000	4.31300514328	97.8333333333	NA	manual_output_funchead_RANDOM
Catalan	5938820	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	13120	6910916	Infinity	200000	4.39428541461	121.345579268	NA	manual_output_funchead_RANDOM
Indonesian	6448104	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	4470	7469332	Infinity	200000	3.27813976113	57.2897091723	NA	manual_output_funchead_RANDOM
Vietnamese	7185559	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	1400	4623228	Infinity	200000	2.930902232	33.2971428571	NA	manual_output_funchead_RANDOM
Estonian	4027215	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	6950	8384977	Infinity	200000	3.37968929437	30.4882014388	NA	manual_output_funchead_RANDOM
Italian	9805971	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	17420	4629945	Infinity	200000	4.15944176143	74.458783008	NA	manual_output_funchead_RANDOM
Romanian	3832721	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	8660	8539039	Infinity	200000	4.36199711443	81.343187067	NA	manual_output_funchead_RANDOM
Tamil	3156903	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	400	1962296	Infinity	200000	2.78153495441	36.605	NA	manual_output_funchead_RANDOM
Spanish	1435308	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	28490	8835445	Infinity	200000	3.85914008622	95.2413829414	NA	manual_output_funchead_RANDOM
Chinese	3132206	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	3990	3267783	Infinity	200000	3.85829297596	78.0719298246	NA	manual_output_funchead_RANDOM
Indonesian	6635095	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	4470	8332400	Infinity	200000	4.40187023487	76.9805369128	NA	manual_output_funchead_RANDOM
Lithuanian	336973	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	150	4215553	Infinity	200000	3.51067463706	54.8133333333	NA	manual_output_funchead_RANDOM
Latvian	1573318	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	4120	4600986	Infinity	200000	3.52991470991	40.6839805825	NA	manual_output_funchead_RANDOM
Marathi	4297532	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	370	6045903	Infinity	200000	2.48618516723	13.8621621622	NA	manual_output_funchead_RANDOM
Arabic	3047695	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	21860	10024	Infinity	200000	5.37789509441	175.264272644	NA	manual_output_funchead_RANDOM
Persian	9752774	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	4790	7872290	Infinity	200000	4.86179957664	106.926096033	NA	manual_output_funchead_RANDOM
Marathi	9657999	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	370	233722	Infinity	200000	2.274405051	12.6567567568	NA	manual_output_funchead_RANDOM
Indonesian	2932853	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	4470	3069481	Infinity	200000	3.9485312	69.0109619687	NA	manual_output_funchead_RANDOM
Swedish	5957114	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	7040	4919893	Infinity	200000	4.0194809282	54.4251420455	NA	manual_output_funchead_RANDOM
Estonian	501783	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	6950	3234863	Infinity	200000	2.99291854735	27.0004316547	NA	manual_output_funchead_RANDOM
Vietnamese	8461929	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	1400	7979724	Infinity	200000	2.89512731845	32.8907142857	NA	manual_output_funchead_RANDOM
Chinese	9834794	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	3990	3135880	Infinity	200000	3.5184837054	71.3	NA	manual_output_funchead_RANDOM
Serbian	296762	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	2930	436963	Infinity	200000	3.92571418101	73.1187713311	NA	manual_output_funchead_RANDOM
Russian	8272143	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	52660	4953955	Infinity	200000	3.62876735676	49.7314090391	NA	manual_output_funchead_RANDOM
Catalan	3015640	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	13120	8673048	Infinity	200000	4.74450501677	131.01089939	NA	manual_output_funchead_RANDOM
Finnish	61191	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	27190	4028077	Infinity	200000	2.84041850619	23.0944097095	NA	manual_output_funchead_RANDOM
Tamil	3140641	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	400	9723700	Infinity	200000	3.33111702128	43.8375	NA	manual_output_funchead_RANDOM
Swedish	3235453	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	7040	4399820	Infinity	200000	3.4081112277	46.1353693182	NA	manual_output_funchead_RANDOM
Latin	8314441	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	30590	7858272	Infinity	200000	3.60576548063	42.0099378882	NA	manual_output_funchead_RANDOM
Persian	4586025	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	4790	5082736	Infinity	200000	4.20405470819	92.4707724426	NA	manual_output_funchead_RANDOM
Belarusian	9151769	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	260	2522456	Infinity	200000	3.04647160069	47.6538461538	NA	manual_output_funchead_RANDOM
Greek	4795329	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	1660	1018939	Infinity	200000	4.35399785755	95.4915662651	NA	manual_output_funchead_RANDOM
Turkish	4599721	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	3680	2612262	Infinity	200000	2.91890711973	21.802173913	NA	manual_output_funchead_RANDOM
Korean	39757	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	27410	3872515	Infinity	200000	2.77568901225	28.8947099599	NA	manual_output_funchead_RANDOM
Croatian	3681563	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	7680	3758835	Infinity	200000	4.33632796952	79.440625	NA	manual_output_funchead_RANDOM
Hebrew	5459940	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	5240	1294564	Infinity	200000	3.94247471743	88.5326335878	NA	manual_output_funchead_RANDOM
Arabic	7249317	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	21860	2529055	Infinity	200000	4.98769301598	162.554300091	NA	manual_output_funchead_RANDOM
Urdu	1205375	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	4040	6083217	Infinity	200000	4.80412298245	117.731930693	NA	manual_output_funchead_RANDOM
English	1390053	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	17060	750969	Infinity	200000	3.07494231769	44.3714536928	NA	manual_output_funchead_RANDOM
Russian	7220591	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	52660	119122	Infinity	200000	3.31975091039	45.4948347892	NA	manual_output_funchead_RANDOM
Ukrainian	5653861	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	4500	8863917	Infinity	200000	3.21944907293	40.3604444444	NA	manual_output_funchead_RANDOM
French	9746175	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	32340	8462168	Infinity	200000	4.89520801681	113.876252319	NA	manual_output_funchead_RANDOM
Dutch	2124301	computeDependencyLengthsByType_NEWPYTORCH_Deterministic_FuncHead_Coarse.py	18310	8115492	Infinity	200000	2.96209432107	35.0473511742	NA	manual_output_funchead_RANDOM
